film_name,wikidata_QID,IMDb_ID,IMDb_URL,IMDb_locations_URL,place,ncg_ID
10 Rules for Sleeping Around,Q18538790,tt1993391,https://www.imdb.com/title/tt1993391,https://www.imdb.com/title/tt1993391/locations?ref_=tt_ql_sm,Charlotte,NCG02916
28 Days,Q221098,tt0191754,https://www.imdb.com/title/tt0191754,https://www.imdb.com/title/tt0191754/locations?ref_=tt_ql_sm,Asheville|Black Mountain|Wilmington,NCG00366|NCG01420|NCG16454
29th Street,Q578700,tt0101252,https://www.imdb.com/title/tt0101252,https://www.imdb.com/title/tt0101252/locations?ref_=tt_ql_sm,Charlotte|Wilmington,NCG02916|NCG16454
3: The Dale Earnhardt Story,Q4636202,tt0401088,https://www.imdb.com/title/tt0401088,https://www.imdb.com/title/tt0401088/locations?ref_=tt_ql_sm,Charlotte|Rockingham,NCG02916|NCG12974
A Breed Apart,Q2626332,tt0087001,https://www.imdb.com/title/tt0087001,https://www.imdb.com/title/tt0087001/locations?ref_=tt_ql_sm,Chimney Rock|Lake Lure|Asheville|Biltmore Estate,NCG03059|NCG08377|NCG00366|NCG01361
A Burning Passion: The Margaret Mitchell Story,Q4655687,tt0109350,https://www.imdb.com/title/tt0109350,https://www.imdb.com/title/tt0109350/locations?ref_=tt_ql_sm,Durham|Wilmington,NCG04584|NCG16454
A Cinderella Story: Once Upon a Song,Q2705401,tt1814614,https://www.imdb.com/title/tt1814614,https://www.imdb.com/title/tt1814614/locations?ref_=tt_ql_sm,Wilmington,NCG16454
A Different Kind of Christmas,Q47069866,tt0182983,https://www.imdb.com/title/tt0182983,https://www.imdb.com/title/tt0182983/locations?ref_=tt_ql_sm,Wilmington,NCG16454
A Good Baby,Q4657088,tt0155723,https://www.imdb.com/title/tt0155723,https://www.imdb.com/title/tt0155723/locations?ref_=tt_ql_sm,Asheville|Sandy Mush,NCG00366|NCG13374
A Good Old Fashioned Orgy,Q1763181,tt1231586,https://www.imdb.com/title/tt1231586,https://www.imdb.com/title/tt1231586/locations?ref_=tt_ql_sm,Wilmington|Hampstead,NCG16454|NCG06519
A Short History of Decay,Q4659464,tt2265050,https://www.imdb.com/title/tt2265050,https://www.imdb.com/title/tt2265050/locations?ref_=tt_ql_sm,Wilmington,NCG16454
A Smile as Big as the Moon,Q4659624,tt2100380,https://www.imdb.com/title/tt2100380,https://www.imdb.com/title/tt2100380/locations?ref_=tt_ql_sm,Wilmington,NCG16454
A Soldier's Daughter Never Cries,Q2299961,tt0120835,https://www.imdb.com/title/tt0120835,https://www.imdb.com/title/tt0120835/locations?ref_=tt_ql_sm,Wilmington,NCG16454
A Walk in the Clouds,Q944614,tt0114887,https://www.imdb.com/title/tt0114887,https://www.imdb.com/title/tt0114887/locations?ref_=tt_ql_sm,Chapel Hill,NCG02888
A Walk to Remember,Q219442,tt0281358,https://www.imdb.com/title/tt0281358,https://www.imdb.com/title/tt0281358/locations?ref_=tt_ql_sm,Southport|Wilmington|Orton Plantation|Atkinson,NCG14304|NCG16454|NCG11282|NCG00399
Abundant Acreage Available,Q30321632,tt5462906,https://www.imdb.com/title/tt5462906,https://www.imdb.com/title/tt5462906/locations?ref_=tt_ql_sm,East Bend,NCG04648
Adrenaline,Q21775647,tt2458952,https://www.imdb.com/title/tt2458952,https://www.imdb.com/title/tt2458952/locations?ref_=tt_ql_sm,Rockingham|Jacksonville,NCG12974|NCG07756
Alan & Naomi,Q4706039,tt0103640,https://www.imdb.com/title/tt0103640,https://www.imdb.com/title/tt0103640/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Alien Abduction,Q16960967,tt2510434,https://www.imdb.com/title/tt2510434,https://www.imdb.com/title/tt2510434/locations?ref_=tt_ql_sm,Bryson City|Foscoe|Boone|Asheville,NCG01990|NCG05474|NCG01651|NCG00366
All the Real Girls,Q2837617,tt0299458,https://www.imdb.com/title/tt0299458,https://www.imdb.com/title/tt0299458/locations?ref_=tt_ql_sm,Asheville|Marshall|Cherokee,NCG00366|NCG09632|NCG02957
Alone Yet Not Alone,Q16159660,tt1986769,https://www.imdb.com/title/tt1986769,https://www.imdb.com/title/tt1986769/locations?ref_=tt_ql_sm,Transylvania County,NCG15342
Along for the Ride,Q106741851,tt14506528,https://www.imdb.com/title/tt14506528,https://www.imdb.com/title/tt14506528/locations?ref_=tt_ql_sm,Wilmington|Carolina Beach|Kure Beach,NCG16454|NCG02590|NCG08323
American Animals,Q33256085,tt6212478,https://www.imdb.com/title/tt6212478,https://www.imdb.com/title/tt6212478/locations?ref_=tt_ql_sm,Charlotte|Davidson|Mooresville,NCG02916|NCG04019|NCG10334
Amos & Andrew,Q474199,tt0106266,https://www.imdb.com/title/tt0106266,https://www.imdb.com/title/tt0106266/locations?ref_=tt_ql_sm,Wilmington,NCG16454
An Evergreen Christmas,Q56596723,tt2505818,https://www.imdb.com/title/tt2505818,https://www.imdb.com/title/tt2505818/locations?ref_=tt_ql_sm,Charlotte|Belmont,NCG02916|NCG01045
Andersonville,Q4754259,tt0115097,https://www.imdb.com/title/tt0115097,https://www.imdb.com/title/tt0115097/locations?ref_=tt_ql_sm,Wilmington,NCG16454
"Anywhere, U.S.A.",Q4778384,tt1148786,https://www.imdb.com/title/tt1148786,https://www.imdb.com/title/tt1148786/locations?ref_=tt_ql_sm,Asheville,NCG00366
April Fool's Day,Q1816375,tt1018817,https://www.imdb.com/title/tt1018817,https://www.imdb.com/title/tt1018817/locations?ref_=tt_ql_sm,Charlotte|Monroe,NCG02916|NCG10275
Are You Here,Q14509721,tt1545754,https://www.imdb.com/title/tt1545754,https://www.imdb.com/title/tt1545754/locations?ref_=tt_ql_sm,Winston-Salem|Madison|Greensboro|Boonville|Siloam,NCG16525|NCG09485|NCG06266|NCG01666|NCG13902
"Are You There God? It's Me, Margaret",Q106448550,tt9185206,https://www.imdb.com/title/tt9185206,https://www.imdb.com/title/tt9185206/locations?ref_=tt_ql_sm,Charlotte|Concord,NCG02916|NCG03409
Arthur Newman,Q4799826,tt1930546,https://www.imdb.com/title/tt1930546,https://www.imdb.com/title/tt1930546/locations?ref_=tt_ql_sm,Raleigh|Graham|Lumberton|Durham|Raleigh|Currie|Wallace|Kure Beach|Carolina Beach|Wilmington,NCG12430|NCG06046|NCG09404|NCG04584|NCG12430|NCG03892|NCG15816|NCG08323|NCG02590|NCG16454
Ashby,Q17513279,tt3774466,https://www.imdb.com/title/tt3774466,https://www.imdb.com/title/tt3774466/locations?ref_=tt_ql_sm,Charlotte,NCG02916
Axe,Q6557746,tt0075710,https://www.imdb.com/title/tt0075710,https://www.imdb.com/title/tt0075710/locations?ref_=tt_ql_sm,Charlotte,NCG02916
Bandwagon,Q4854751,tt0112454,https://www.imdb.com/title/tt0112454,https://www.imdb.com/title/tt0112454/locations?ref_=tt_ql_sm,Raleigh,NCG12430
Bastard Out of Carolina,Q1484003,tt0115633,https://www.imdb.com/title/tt0115633,https://www.imdb.com/title/tt0115633/locations?ref_=tt_ql_sm,Whiteville|Wilmington|Rocky Point,NCG16292|NCG16454|NCG13026
Being There,Q945074,tt0078841,https://www.imdb.com/title/tt0078841,https://www.imdb.com/title/tt0078841/locations?ref_=tt_ql_sm,Biltmore Estate|Asheville,NCG01361|NCG00366
Betsy's Wedding,Q4409907,tt0099128,https://www.imdb.com/title/tt0099128,https://www.imdb.com/title/tt0099128/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Billy Bathgate,Q863013,tt0101453,https://www.imdb.com/title/tt0101453,https://www.imdb.com/title/tt0101453/locations?ref_=tt_ql_sm,Hamlet|Wilmington|Durham|Fayetteville,NCG06511|NCG16454|NCG04584|NCG05160
Black Dog,Q880226,tt0120610,https://www.imdb.com/title/tt0120610,https://www.imdb.com/title/tt0120610/locations?ref_=tt_ql_sm,Charlotte|Wilmington,NCG02916|NCG16454
Black Knight,Q1468455,tt0265087,https://www.imdb.com/title/tt0265087,https://www.imdb.com/title/tt0265087/locations?ref_=tt_ql_sm,Wilmington|Carolina Beach,NCG16454|NCG02590
Blood Done Sign My Name,Q16843279,tt1210039,https://www.imdb.com/title/tt1210039,https://www.imdb.com/title/tt1210039/locations?ref_=tt_ql_sm,Shelby|Charlotte|Statesville,NCG13724|NCG02916|NCG14551
Bloodmoon,Q885221,tt0118745,https://www.imdb.com/title/tt0118745,https://www.imdb.com/title/tt0118745/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Bloodworth,Q3284270,tt1421048,https://www.imdb.com/title/tt1421048,https://www.imdb.com/title/tt1421048/locations?ref_=tt_ql_sm,Ivanhoe|Wilmington|Atkinson|Currie|Warsaw,NCG07693|NCG16454|NCG00399|NCG03892|NCG15903
Blue River,Q4142283,tt0112539,https://www.imdb.com/title/tt0112539,https://www.imdb.com/title/tt0112539/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Blue Velvet,Q660950,tt0090756,https://www.imdb.com/title/tt0090756,https://www.imdb.com/title/tt0090756/locations?ref_=tt_ql_sm,Wilmington|Lumberton,NCG16454|NCG09404
Bolden,Q16866068,tt0858419,https://www.imdb.com/title/tt0858419,https://www.imdb.com/title/tt0858419/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Born to Race,Q4945996,tt0094785,https://www.imdb.com/title/tt0094785,https://www.imdb.com/title/tt0094785/locations?ref_=tt_ql_sm,Concord,NCG03409
Brainstorm,Q1493657,tt0085271,https://www.imdb.com/title/tt0085271,https://www.imdb.com/title/tt0085271/locations?ref_=tt_ql_sm,Research Triangle Park|Wright Brothers National Memorial|Durham|Outer Banks|Pinehurst|Raleigh,NCG12669|NCG16681|NCG04584|NCG11317|NCG11852|NCG12430
Bright Leaves,Q4967439,tt0372806,https://www.imdb.com/title/tt0372806,https://www.imdb.com/title/tt0372806/locations?ref_=tt_ql_sm,Durham|Winston-Salem,NCG04584|NCG16525
Bruno,Q517811,tt0123003,https://www.imdb.com/title/tt0123003,https://www.imdb.com/title/tt0123003/locations?ref_=tt_ql_sm,Raleigh|Wilmington,NCG12430|NCG16454
Bull Durham,Q567072,tt0094812,https://www.imdb.com/title/tt0094812,https://www.imdb.com/title/tt0094812/locations?ref_=tt_ql_sm,Asheville|Burlington|Greensboro|Wilson|Durham|Raleigh,NCG00366|NCG02198|NCG06266|NCG16459|NCG04584|NCG12430
Buried Alive II,Q3863225,tt0118800,https://www.imdb.com/title/tt0118800,https://www.imdb.com/title/tt0118800/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Cabin Fever,Q1024838,tt0303816,https://www.imdb.com/title/tt0303816,https://www.imdb.com/title/tt0303816/locations?ref_=tt_ql_sm,Mt. Airy|Mocksville|Winston-Salem|High Point|Danbury|Mocksville|Coleridge,NCG10246|NCG16525|NCG07014|NCG03966|NCG10246|NCG03341
Cabin Fever 2: Spring Fever,Q1622862,tt0961722,https://www.imdb.com/title/tt0961722,https://www.imdb.com/title/tt0961722/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Captive,Q19824596,tt3268668,https://www.imdb.com/title/tt3268668,https://www.imdb.com/title/tt3268668/locations?ref_=tt_ql_sm,Charlotte|Huntersville|Wilmington,NCG02916|NCG07488|NCG16454
Careful What You Wish For,Q16852101,tt1629242,https://www.imdb.com/title/tt1629242,https://www.imdb.com/title/tt1629242/locations?ref_=tt_ql_sm,Charlotte|Denver|Sherrills Ford|Lake Lure|Huntersville|Belmont|Cornelius,NCG02916|NCG04178|NCG13773|NCG08377|NCG07488|NCG01045|NCG03562
Cat's Eye,Q1071567,tt0088889,https://www.imdb.com/title/tt0088889,https://www.imdb.com/title/tt0088889/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Charleen,Q5074619,tt0259924,https://www.imdb.com/title/tt0259924,https://www.imdb.com/title/tt0259924/locations?ref_=tt_ql_sm,Charlotte,NCG02916
Chasers,Q1068029,tt0109403,https://www.imdb.com/title/tt0109403,https://www.imdb.com/title/tt0109403/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Children of the Corn II: The Final Sacrifice,Q467947,tt0106557,https://www.imdb.com/title/tt0106557,https://www.imdb.com/title/tt0106557/locations?ref_=tt_ql_sm,Liberty|Ramseur,NCG08712|NCG12442
Christmas in Conway,Q16249307,tt3072182,https://www.imdb.com/title/tt3072182,https://www.imdb.com/title/tt3072182/locations?ref_=tt_ql_sm,Wilmington,NCG16454
Christy: Return to Cutter Gap,Q5113617,tt0257300,https://www.imdb.com/title/tt0257300,https://www.imdb.com/title/tt0257300/locations?ref_=tt_ql_sm,Great Smoky Mountains,NCG06199
Crimes of the Heart,Q1169380,tt0090886,https://www.imdb.com/title/tt0090886,https://www.imdb.com/title/tt0090886/locations?ref_=tt_ql_sm,Southport|Caswell Beach|Winnabow|Wilmington,NCG14304|NCG02712|NCG16515|NCG16454
Critical Condition,Q1962479,tt0092798,https://www.imdb.com/title/tt0092798,https://www.imdb.com/title/tt0092798/locations?ref_=tt_ql_sm,High Point,NCG07014
Cyborg,Q781870,tt0097138,https://www.imdb.com/title/tt0097138,https://www.imdb.com/title/tt0097138/locations?ref_=tt_ql_sm,Wilmington|Wrightsville Beach|Castle Hayne,NCG16454|NCG16691|NCG02704
D.A.R.Y.L.,Q537834,tt0088979,https://www.imdb.com/title/tt0088979,https://www.imdb.com/title/tt0088979/locations?ref_=tt_ql_sm,Dillsboro|Brevard,NCG04276|NCG01781
Damon's Law,Q5212795,tt0152251,https://www.imdb.com/title/tt0152251,https://www.imdb.com/title/tt0152251/locations?ref_=tt_ql_sm,Cleveland County|Rutherford County|Shelby,NCG03201|NCG13231|NCG13724
Dark Awakening,Q21036748,tt2718314,https://www.imdb.com/title/tt2718314,https://www.imdb.com/title/tt2718314/locations?ref_=tt_ql_sm,Graham|Yanceyville,NCG06046|NCG16731
